run,dataset,smoothing,method,label,corr_sigma_ms,trial,start_s,end_s,correlation
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,20.0,5,2168.4384810000047,2184.8356210000056,0.9105654736244072
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,20.0,6,2495.991120999999,2512.388441000003,0.9436077131370285
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,20.0,7,2697.8365210000047,2714.233840999994,0.8667382432090536
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,20.0,8,2839.852960000004,2856.2502600000007,0.922776214713305
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,0,1079.436480999997,1095.8332809999993,0.9235001679241018
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,1,1386.7321599999996,1403.1293600000063,0.8999801122637267
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,2,1584.0937209999975,1600.4908810000052,0.9306871184817535
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,3,1828.2120609999984,1844.609221000006,0.7711386129163809
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,4,2050.862699999998,2067.2599400000036,0.9018051387503085
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,5,2168.4384810000047,2184.8356210000056,0.925270507754681
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,6,2495.991120999999,2512.388441000003,0.9559274269457958
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,7,2697.8365210000047,2714.233840999994,0.8740745416698967
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,30.0,8,2839.852960000004,2856.2502600000007,0.93495014953903
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,0,1079.436480999997,1095.8332809999993,0.9286113729855845
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,1,1386.7321599999996,1403.1293600000063,0.9077091222405246
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,2,1584.0937209999975,1600.4908810000052,0.9342520015742578
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,3,1828.2120609999984,1844.609221000006,0.7719167651710764
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,4,2050.862699999998,2067.2599400000036,0.9178527913281925
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,5,2168.4384810000047,2184.8356210000056,0.9319971596622497
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,6,2495.991120999999,2512.388441000003,0.9613050060291427
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,7,2697.8365210000047,2714.233840999994,0.8764645612195432
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,40.0,8,2839.852960000004,2856.2502600000007,0.9429188491197387
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,0,1079.436480999997,1095.8332809999993,0.9318406417572532
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,1,1386.7321599999996,1403.1293600000063,0.9124208812646529
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,2,1584.0937209999975,1600.4908810000052,0.9367662689425548
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,3,1828.2120609999984,1844.609221000006,0.77354934227668
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,4,2050.862699999998,2067.2599400000036,0.9286021832615217
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,5,2168.4384810000047,2184.8356210000056,0.9357639567712341
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,6,2495.991120999999,2512.388441000003,0.9641746673501131
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,7,2697.8365210000047,2714.233840999994,0.8772359116995503
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,50.0,8,2839.852960000004,2856.2502600000007,0.9485789847042575
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,0,1079.436480999997,1095.8332809999993,0.9380428915365061
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,1,1386.7321599999996,1403.1293600000063,0.9180922168463905
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,2,1584.0937209999975,1600.4908810000052,0.9419312846278226
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,3,1828.2120609999984,1844.609221000006,0.7815585366895373
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,4,2050.862699999998,2067.2599400000036,0.9444718915413627
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,5,2168.4384810000047,2184.8356210000056,0.9396349033296041
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,6,2495.991120999999,2512.388441000003,0.9687970782410622
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,7,2697.8365210000047,2714.233840999994,0.8749246763407323
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,75.0,8,2839.852960000004,2856.2502600000007,0.9567385434341795
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,0,1079.436480999997,1095.8332809999993,0.9431790914251503
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,1,1386.7321599999996,1403.1293600000063,0.9200483186420614
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,2,1584.0937209999975,1600.4908810000052,0.9459905992995763
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,3,1828.2120609999984,1844.609221000006,0.792900508016017
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,4,2050.862699999998,2067.2599400000036,0.9539692691631876
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,5,2168.4384810000047,2184.8356210000056,0.9416982404607896
