G_tot,gamma,DCaT,Rf,gam_in,gam_out,sigma2,r0,r1,w01,w10
2.65835e-05,1124.25,1.29077e-05,9.58573,6.31776,3.44599,0.0211285,0.00261216,1.14117,0.135403,0.097748
2.65835e-05,1124.25,1.29077e-05,9.58573,6.92838,3.51987,0.0224491,0.0374313,1.63823,0.139244,0.149219
2.65835e-05,1125.3,1.29077e-05,9.50886,7.32525,3.51987,0.0217202,0.0433529,1.39633,0.0648475,0.103417
2.65835e-05,1112.58,1.29077e-05,9.50886,7.74265,3.51987,0.0218901,0.0235998,1.7261,0.102782,0.095441
2.65835e-05,1088.97,1.29077e-05,9.37352,7.33602,3.60102,0.0210039,0.0451528,2.07143,0.120158,0.0908735
2.59612e-05,1088.97,1.2712e-05,9.44554,7.33602,3.90737,0.0206324,0.0292879,1.90219,0.0933918,0.0563932
2.5989e-05,1088.97,1.26406e-05,9.44554,6.51229,3.90737,0.0206334,0.0217024,1.57729,0.109331,0.0714052
2.51261e-05,1088.97,1.27331e-05,9.44554,6.10778,3.90737,0.0213192,0.00264854,1.65216,0.15632,0.120541
2.50171e-05,1090.3,1.27331e-05,9.44554,6.05806,3.91109,0.0209104,0.0566425,2.13528,0.0832514,0.115558
2.4925e-05,1051.88,1.257e-05,9.44554,6.73813,4.12115,0.0216822,0.043099,1.86626,0.0984527,0.0827486
2.47878e-05,1051.88,1.25414e-05,9.44554,6.54867,4.12115,0.0204321,0.00235176,1.51695,0.116793,0.062078
2.53774e-05,1051.88,1.25414e-05,9.30635,6.77263,3.94367,0.0221696,0.00922618,1.58049,0.115653,0.125956
2.41157e-05,1025.93,1.25018e-05,9.3071,7.33422,4.14287,0.0211403,0.0494107,1.69681,0.110635,0.143449
2.41157e-05,1027.12,1.25018e-05,9.3071,7.33422,4.24751,0.0210033,0.000925395,1.74602,0.0887296,0.129115
2.41157e-05,1003.24,1.25018e-05,9.3071,7.45397,4.1941,0.0211252,0.00902716,1.72594,0.0927891,0.131429
2.40623e-05,1003.24,1.25018e-05,9.3071,7.50789,4.18837,0.019989,0.103412,1.6175,0.119668,0.0884778
2.4164e-05,1003.24,1.25018e-05,9.3071,7.76869,4.08043,0.0206178,0.0328576,1.71977,0.120751,0.0963209
2.4187e-05,1003.24,1.25018e-05,9.3071,7.52459,3.9776,0.0214866,0.0226665,2.15543,0.0711489,0.0925682
2.39454e-05,1024.34,1.25268e-05,9.3071,7.3364,3.9776,0.0207133,0.127594,1.63803,0.071469,0.0980894
2.30163e-05,1020.51,1.25268e-05,9.3071,7.34187,4.00917,0.02141,0.0604817,1.81768,0.0843594,0.0899563
2.30163e-05,1020.56,1.25268e-05,9.3071,7.24387,3.88728,0.0222036,0.0436626,1.66553,0.104007,0.0631135
2.32276e-05,1020.56,1.25268e-05,9.38754,7.20418,3.72088,0.0203439,0.0192646,2.53968,0.076088,0.0756952
2.40346e-05,1045.28,1.25268e-05,9.38754,6.96958,3.72088,0.0210544,0.0631629,2.40003,0.134163,0.143315
2.40646e-05,1045.28,1.25268e-05,9.38754,7.20135,3.72088,0.0209268,0.0863608,2.3626,0.130672,0.138643
2.46302e-05,1045.28,1.25268e-05,9.27301,6.64515,3.65206,0.0232367,0.333613,1.96159,0.148781,0.154608
2.38044e-05,1039.37,1.25268e-05,9.27301,6.47583,3.65206,0.0216213,0.0370251,1.51409,0.0889087,0.107945
2.58644e-05,1039.37,1.25268e-05,9.33957,6.22549,3.58649,0.0212212,0.0273967,2.10349,0.0982745,0.150754
2.48633e-05,1055.1,1.2565e-05,9.33957,6.24373,3.60481,0.0215957,0.021177,1.65163,0.16375,0.0961208
2.55249e-05,1056.06,1.2565e-05,9.33957,6.24373,3.50459,0.021337,0.0102029,2.44393,0.0464692,0.117114
2.54054e-05,1056.06,1.26274e-05,9.23289,5.81927,3.65916,0.0212119,0.0412494,1.81823,0.122596,0.114901
2.54054e-05,1056.06,1.2959e-05,9.12581,6.00039,3.72018,0.0212095,0.0357007,1.52271,0.164807,0.0923101
2.55567e-05,1056.06,1.2959e-05,9.12581,6.03839,3.7126,0.0214815,0.00364799,1.37664,0.135076,0.05404
2.59914e-05,1056.06,1.30513e-05,9.12581,6.19423,3.97789,0.021915,0.0226372,1.78294,0.0474177,0.124157
2.395e-05,1056.06,1.26485e-05,9.07863,6.38898,3.83029,0.0216635,0.00488064,2.56137,0.0574993,0.0783377
2.395e-05,1049.01,1.26485e-05,9.07863,6.21127,3.64707,0.0217194,0.0139521,1.70219,0.138283,0.0727254
2.395e-05,1043.51,1.26485e-05,9.07863,5.45011,3.64707,0.0211217,0.046726,1.85016,0.109806,0.064999
2.39156e-05,1043.51,1.24982e-05,9.07863,5.20931,3.45355,0.021826,0.0258799,2.08294,0.0784683,0.139348
2.39156e-05,1043.51,1.24982e-05,9.07863,5.11533,3.3901,0.0216293,0.0543267,2.30223,0.104471,0.141274
2.40167e-05,1052.36,1.23722e-05,9.07863,5.11533,3.53305,0.0219657,0.114476,1.42561,0.174982,0.0863023
2.40167e-05,1036.16,1.23722e-05,9.08624,5.23708,3.50209,0.0204062,0.18577,1.79219,0.103,0.0985857
2.36936e-05,1036.16,1.23722e-05,9.08624,5.14482,3.60477,0.0208901,0.191107,2.51669,0.101507,0.119686
2.40284e-05,1043.61,1.23722e-05,9.08624,5.48179,3.72921,0.0216382,0.0992612,2.43105,0.190289,0.0800009
2.39043e-05,1043.61,1.23722e-05,9.08624,5.4779,3.80941,0.021972,0.122056,2.377,0.0671591,0.128809
2.38327e-05,1044.34,1.23722e-05,9.13104,5.4779,3.87763,0.021362,0.0960692,3.09543,0.110874,0.166267
2.40864e-05,1044.34,1.23722e-05,9.13104,5.50036,3.87763,0.0211848,0.0866447,1.85626,0.164646,0.108221
2.41319e-05,1044.94,1.23893e-05,9.13104,5.3229,4.06049,0.020503,0.114486,2.05242,0.160973,0.0875154
2.52068e-05,1044.94,1.24045e-05,9.13104,5.77272,4.13866,0.0214247,0.227089,2.03826,0.0792494,0.0463615
2.43504e-05,1049.07,1.24045e-05,9.22326,5.77272,4.18496,0.0228233,0.0722363,1.57338,0.0658891,0.0740395
2.36393e-05,1049.07,1.2358e-05,9.43106,5.85179,4.14689,0.0206221,0.0812113,1.88699,0.109753,0.0810554
2.37497e-05,1052.94,1.2358e-05,9.43106,6.03395,4.14689,0.0216711,0.132746,1.67123,0.122332,0.0854696
2.45305e-05,1052.94,1.2358e-05,9.43106,6.01185,4.14689,0.0209876,0.113978,1.94181,0.123454,0.150652
2.45305e-05,1054.39,1.2358e-05,9.49002,6.01185,4.1038,0.020826,0.140553,1.54856,0.129528,0.110487
2.53624e-05,1054.39,1.2358e-05,9.49002,5.92962,4.26158,0.0221697,0.0303155,1.62187,0.16864,0.105369
2.56592e-05,1077,1.24324e-05,9.49002,6.35857,4.26158,0.0216963,0.0836538,1.31266,0.119475,0.109509
2.56592e-05,1077,1.24324e-05,9.49002,6.40173,4.58697,0.02063,0.00457849,2.08651,0.0848124,0.0586364
2.56592e-05,1066.96,1.2471e-05,9.49002,6.50104,4.27534,0.0217166,0.00163701,1.57796,0.0971336,0.116495
2.50583e-05,1066.96,1.24044e-05,9.49002,7.00341,4.15568,0.0221493,0.0117465,1.40518,0.142092,0.0827279
2.53236e-05,1066.96,1.24044e-05,9.49002,7.00341,4.03981,0.0229958,0.0401399,1.86497,0.118244,0.118352
2.57518e-05,1066.96,1.26628e-05,9.51659,7.00341,3.78568,0.0216693,0.0151706,2.11979,0.12552,0.0946057
2.57518e-05,1077.84,1.27568e-05,9.51659,6.97588,3.98764,0.0208267,0.00218234,1.69428,0.158746,0.0711809
2.57518e-05,1077.84,1.27568e-05,9.51659,7.58623,3.98764,0.0224923,0.150841,1.8683,0.109551,0.0559394
2.57518e-05,1077.84,1.32322e-05,9.31358,7.58623,3.96518,0.0225856,0.109081,1.99869,0.164387,0.0651807
2.52912e-05,1077.84,1.32322e-05,9.31358,7.58623,3.9851,0.021671,0.0103387,1.85655,0.11597,0.138099
2.54995e-05,1077.84,1.32322e-05,9.31358,7.38279,3.93807,0.0204311,0.00306382,1.37075,0.0959939,0.0907706
2.54995e-05,1077.84,1.31588e-05,9.31358,7.58155,3.80473,0.0209614,0.106477,1.79917,0.155252,0.0657918
2.57608e-05,1077.84,1.31588e-05,9.31358,7.70417,3.76369,0.0222008,0.139707,1.99262,0.170569,0.09258
2.57608e-05,1074.6,1.31588e-05,9.31358,7.6136,3.76369,0.0196888,0.0443588,2.19512,0.0986663,0.11586
2.49031e-05,1074.6,1.28445e-05,9.31358,7.6136,3.76369,0.0226087,0.010656,2.02603,0.202453,0.143838
2.54786e-05,1071.02,1.28445e-05,9.31358,7.78205,3.93793,0.0205229,0.0582834,2.71888,0.128646,0.17099
2.54786e-05,1071.02,1.28445e-05,9.31358,7.78205,3.93793,0.0207315,0.00298814,2.26281,0.144032,0.0636839
2.63134e-05,1086.62,1.32113e-05,9.31358,7.76009,3.75246,0.021326,0.0524187,2.19644,0.0994208,0.167703
2.49974e-05,1085.43,1.32113e-05,9.1548,7.76009,3.83802,0.0214129,0.00547688,2.36936,0.115283,0.097666
2.54468e-05,1085.43,1.32464e-05,9.12836,7.30991,3.83802,0.0208094,0.00313408,2.95645,0.135109,0.0735626
2.59392e-05,1084.77,1.32464e-05,9.14019,7.30991,3.81748,0.0210647,0.135554,1.8112,0.122373,0.103486
2.67661e-05,1084.77,1.33421e-05,9.14019,6.98854,3.81748,0.0209837,0.0146587,2.33365,0.201301,0.095486
2.57819e-05,1084.77,1.33421e-05,9.12533,7.00409,3.64615,0.0212065,0.00532551,1.92898,0.108755,0.122144
2.57819e-05,1084.77,1.33294e-05,9.14891,7.3667,3.64615,0.021698,0.0182801,1.87573,0.0964481,0.0899917
2.55243e-05,1101.67,1.33294e-05,9.14891,7.39067,3.59553,0.0216482,0.00125065,1.71677,0.169685,0.0900862
2.55243e-05,1101.67,1.33291e-05,9.42647,7.31863,3.60769,0.0210198,0.0359884,2.48458,0.091185,0.115859
2.55243e-05,1101.67,1.33291e-05,9.28721,7.31863,3.33109,0.0212931,0.0566219,1.49589,0.0983119,0.149583
2.59752e-05,1109.39,1.33291e-05,9.08579,7.31863,3.33109,0.0209189,0.0503008,2.15385,0.164186,0.0780491
2.59956e-05,1109.39,1.33291e-05,9.21893,7.48464,3.26602,0.0215768,0.00366952,2.58199,0.150205,0.1206
2.56103e-05,1091.08,1.32365e-05,9.21893,8.24009,3.26602,0.0217712,0.00632968,2.60421,0.126199,0.129295
2.56103e-05,1117.02,1.32365e-05,9.38449,8.27554,3.26602,0.021811,0.126126,1.88797,0.096315,0.092413
2.6284e-05,1125.02,1.32365e-05,9.26491,8.55554,3.55001,0.0214703,0.0172639,1.76089,0.118324,0.0796426
2.68804e-05,1125.02,1.32365e-05,9.26491,7.86126,3.49823,0.0234402,0.0459873,1.40102,0.109939,0.113063
2.43491e-05,1125.02,1.32365e-05,9.26491,7.6207,3.59569,0.02073,0.0201582,1.68133,0.0992453,0.0869533
2.53484e-05,1125.02,1.32365e-05,9.30439,7.7965,3.59569,0.0225915,0.0842964,2.30757,0.109896,0.0707937
2.49062e-05,1125.02,1.32365e-05,9.4118,7.98566,3.7912,0.0213517,0.0183094,2.06517,0.0712899,0.126244
2.55988e-05,1125.02,1.32365e-05,9.4118,8.01519,3.8729,0.0213975,0.0233855,2.32492,0.117593,0.11105
2.6245e-05,1120.88,1.32365e-05,9.4118,7.47439,3.76225,0.0200856,0.0424086,2.23474,0.171643,0.152107
2.61512e-05,1120.88,1.32956e-05,9.4118,7.21046,3.79794,0.0219763,0.000565453,2.10969,0.0991955,0.0959725
2.63284e-05,1120.88,1.34295e-05,9.4118,7.14083,4.0203,0.0217026,0.0021012,1.80879,0.0383211,0.117838
2.63284e-05,1120.88,1.3412e-05,9.4118,7.07709,4.12878,0.0212345,0.0447837,1.66496,0.0820662,0.153898
2.63284e-05,1120.88,1.35246e-05,9.4118,7.07709,3.90688,0.0216774,0.0485182,2.06823,0.153895,0.120209
2.71754e-05,1133.76,1.35246e-05,9.43069,6.7048,4.00423,0.0217459,0.0383871,2.10508,0.130903,0.0906866
2.72911e-05,1131.06,1.35481e-05,9.43069,6.66797,4.00423,0.02187,0.0145064,1.04769,0.11405,0.141848
2.65506e-05,1131.09,1.35345e-05,9.43069,6.51015,3.99558,0.0228587,0.0403944,1.95103,0.126465,0.138345
2.70969e-05,1131.09,1.34465e-05,9.43069,6.78283,4.11242,0.0208273,0.0184872,1.87065,0.129902,0.081425
2.63886e-05,1131.09,1.34126e-05,9.43069,7.12295,3.93327,0.0206747,0.0376536,1.82844,0.151867,0.106597
2.67733e-05,1131.09,1.34126e-05,9.43069,7.26912,4.14334,0.021497,0.121906,1.5099,0.0768869,0.070092
2.6406e-05,1131.09,1.34126e-05,9.43069,7.3211,4.08975,0.0208811,0.0050151,1.58483,0.0733326,0.104765
2.6406e-05,1131.09,1.32629e-05,9.43069,7.22951,3.8503,0.0208415,0.0742833,1.48596,0.0868883,0.0503488
2.57496e-05,1131.09,1.32122e-05,9.43069,7.59159,3.81762,0.022284,0.253569,1.46204,0.125035,0.122009
2.576e-05,1130.96,1.32647e-05,9.43069,7.55698,3.73021,0.0214525,0.0732555,1.69339,0.0940395,0.127951
2.576e-05,1153.96,1.32647e-05,9.43069,7.53768,3.81046,0.0224505,0.0461204,1.97544,0.113518,0.0585516
2.5879e-05,1155.89,1.32647e-05,9.69978,8.10221,3.62142,0.0224459,0.00732628,1.77202,0.0838023,0.0773866
2.56081e-05,1155.89,1.32647e-05,9.23257,7.75693,3.85968,0.0201212,0.00974062,2.20615,0.107004,0.046839
2.49769e-05,1155.89,1.32893e-05,9.22473,7.8638,3.52865,0.0220703,0.0885024,1.93681,0.088675,0.141685
2.49769e-05,1140.32,1.32893e-05,9.22473,7.39792,3.40642,0.0205591,0.0283352,1.34367,0.124779,0.0781123
2.57803e-05,1171.66,1.32893e-05,9.49033,7.39792,3.42298,0.0198218,0.0193207,1.81365,0.069446,0.136903
2.72441e-05,1171.66,1.32893e-05,9.49033,7.67316,3.47199,0.0212133,0.0594304,1.24436,0.164786,0.127856
2.72441e-05,1171.66,1.35336e-05,9.49033,7.7743,3.44392,0.0217683,0.0276892,1.92113,0.0596213,0.0945372
2.66006e-05,1171.66,1.36347e-05,9.49033,7.42615,3.38695,0.0212606,0.0107815,2.04543,0.0843702,0.0674139
2.70117e-05,1171.66,1.36347e-05,9.49033,7.48968,3.36203,0.022277,0.00091303,2.14422,0.098414,0.0947007
2.79767e-05,1171.66,1.36347e-05,9.49033,7.48968,3.05293,0.0203427,0.0987842,2.22469,0.0808055,0.102876
2.84021e-05,1188.92,1.36347e-05,9.49033,7.53707,3.05293,0.0223982,0.0121855,1.81601,0.171117,0.0903983
2.78846e-05,1197.32,1.36347e-05,9.49033,7.56365,3.04424,0.0215337,0.104857,2.10345,0.0875934,0.145579
2.78846e-05,1195.71,1.35399e-05,9.49033,7.17059,3.00521,0.022614,0.0239444,2.65424,0.0932149,0.0689003
2.85051e-05,1173.88,1.33929e-05,9.49033,7.0246,2.99392,0.0212653,0.0314153,1.74391,0.0803972,0.0981054
2.8271e-05,1173.88,1.33929e-05,9.49033,6.15434,2.99392,0.0213659,0.0482319,1.49384,0.0853482,0.0906858
2.94876e-05,1151.68,1.33929e-05,9.58649,6.32888,3.12852,0.0214142,0.058363,1.63534,0.169086,0.0919915
2.86112e-05,1151.68,1.33489e-05,9.70921,6.66264,3.13264,0.0208212,0.078706,1.63904,0.0678568,0.0840413
2.86112e-05,1178.53,1.36565e-05,9.70921,6.45702,2.86032,0.0205538,0.0645142,1.30914,0.0774529,0.0950872
2.76309e-05,1178.53,1.36464e-05,9.70921,6.45702,2.97501,0.021549,0.0519502,1.6588,0.0741384,0.168791
2.9616e-05,1178.53,1.35232e-05,9.83453,6.63857,3.00684,0.0225543,0.0289901,1.53763,0.0759626,0.0706453
2.9616e-05,1173.49,1.35065e-05,9.83453,6.70345,2.76068,0.021443,0.0285372,1.09545,0.0641298,0.0827758
3.0876e-05,1173.49,1.35298e-05,9.88229,6.70345,2.80986,0.0208287,0.0143502,1.73753,0.0652467,0.0478863
3.07612e-05,1202.59,1.35298e-05,9.88229,6.13306,2.80986,0.0222135,0.0867257,1.6482,0.106074,0.0680505
3.05803e-05,1202.59,1.35298e-05,9.88229,6.23018,2.80986,0.0217353,0.0841348,1.61614,0.0614909,0.105606
3.05803e-05,1198.51,1.35298e-05,9.94203,6.02895,2.90151,0.0213485,0.0716619,1.75977,0.119248,0.104911
