run,dataset,smoothing,method,label,corr_sigma_ms,trial,start_s,end_s,correlation,notebook_cell,notebook_series_spec,series_key,display_method,method_family,comparison_context,code_ocean_runnable,notes
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,40.0,3,709.1003400000045,725.4967599999945,0.9593124995418699,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,40.0,4,931.3550589999941,947.7512790000037,0.9768509441701094,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,40.0,5,1225.4301799999957,1241.8268799999933,0.9946891419044734,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,50.0,0,85.09724000000278,101.49371999999859,0.9769717640274974,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,50.0,1,371.7942400000029,388.1907199999987,0.9748190957844308,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,50.0,2,616.4316799999942,632.8283200000005,0.9746496238149067,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,50.0,3,709.1003400000045,725.4967599999945,0.9621895787098871,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,50.0,4,931.3550589999941,947.7512790000037,0.9795109133945386,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,50.0,5,1225.4301799999957,1241.8268799999933,0.9954622838826883,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
pgas_jG8f_params,jGCaMP8f_ANM471993_cell02,raw,pgas,pgas,75.0,0,85.09724000000278,101.49371999999859,0.9791921084755052,3,pgas@pgas_jG8f_params,smc_jgcamp8f_extracted_parameters,BiophysSMC jGCaMP8f-extracted parameters,biophys_smc_parameterization,jGCaMP8f_smc_gcamp_parameter_extraction_comparison,true,SMC/PGAS using jGCaMP8f-specific extracted GCaMP parameters.
